Key,English(en),Japanese(ja),Thai(th)
0934.choice3,Jura,Jura,Jura
0935.question,เรียงลำดับปีที่ก่อตั้งแบรนด์แฟชั่นจากฝรั่งเศสจากเก่าไปใหม่,เรียงลำดับปีที่ก่อตั้งแบรนด์แฟชั่นจากฝรั่งเศสจากเก่าไปใหม่,เรียงลำดับปีที่ก่อตั้งแบรนด์แฟชั่นจากฝรั่งเศสจากเก่าไปใหม่
0935.choice1,Hermes,Hermes,Hermes
0935.choice2,Louis Vuitton,Louis Vuitton,Louis Vuitton
0935.choice3,Chanel,Chanel,Chanel
0936.question,เรียงลำดับงานแข่งขีนกีฬาในฝรั่งเศสจากเก่าไปใหม่,เรียงลำดับงานแข่งขีนกีฬาในฝรั่งเศสจากเก่าไปใหม่,เรียงลำดับงานแข่งขีนกีฬาในฝรั่งเศสจากเก่าไปใหม่
0936.choice1,French Open,French Open,French Open
0936.choice2,Tour de France,Tour de France,Tour de France
0936.choice3,Paris Marathon,Paris Marathon,Paris Marathon
0937.question,เรียงลำดับการล่มสลายของราชวงศ์ในฝรั่งเศสจากเก่าไปใหม่,เรียงลำดับการล่มสลายของราชวงศ์ในฝรั่งเศสจากเก่าไปใหม่,เรียงลำดับการล่มสลายของราชวงศ์ในฝรั่งเศสจากเก่าไปใหม่
0937.choice1,Carolingian,Carolingian,Carolingian
0937.choice2,Capetian,Capetian,Capetian
0937.choice3,Bourbon,Bourbon,Bourbon
0938.question,เรียงลำดับปีที่ก่อตั้งนิตยสารแฟชั่นในฝรั่งเศสจากเก่าไปใหม่,เรียงลำดับปีที่ก่อตั้งนิตยสารแฟชั่นในฝรั่งเศสจากเก่าไปใหม่,เรียงลำดับปีที่ก่อตั้งนิตยสารแฟชั่นในฝรั่งเศสจากเก่าไปใหม่
0938.choice1,Vogue,Vogue,Vogue
0938.choice2,Elle,Elle,Elle
0938.choice3,Marie Claire,Marie Claire,Marie Claire
0939.question,เรียงลำดับกษัตริย์ของฝรั่งเศสจากเก่าไปใหม่,เรียงลำดับกษัตริย์ของฝรั่งเศสจากเก่าไปใหม่,เรียงลำดับกษัตริย์ของฝรั่งเศสจากเก่าไปใหม่
0939.choice1,Louis XVI,Louis XVI,Louis XVI
0939.choice2,Napoleon I,Napoleon I,Napoleon I
0939.choice3,Louis XVIII,Louis XVIII,Louis XVIII
0940.question,เรียงลำดับพื้นที่ของประเทศในสหราชอาณาจักรจากใหญ่ไปเล็ก,เรียงลำดับพื้นที่ของประเทศในสหราชอาณาจักรจากใหญ่ไปเล็ก,เรียงลำดับพื้นที่ของประเทศในสหราชอาณาจักรจากใหญ่ไปเล็ก
0940.choice1,อังกฤษ,อังกฤษ,อังกฤษ
0940.choice2,สกอตแลนด์,สกอตแลนด์,สกอตแลนด์
0940.choice3,เวลส์,เวลส์,เวลส์
0941.question,เรียงลำดับความเก่าแก่ของสถานที่ในอังกฤษจากก่อนไปหลัง,เรียงลำดับความเก่าแก่ของสถานที่ในอังกฤษจากก่อนไปหลัง,เรียงลำดับความเก่าแก่ของสถานที่ในอังกฤษจากก่อนไปหลัง
0941.choice1,Tower of London,Tower of London,Tower of London
0941.choice2,Buckingham Palace,Buckingham Palace,Buckingham Palace
0941.choice3,London Eye,London Eye,London Eye
0942.question,เรียงลำดับสโมสรฟุตบอลอังกฤษที่คว้าแชมป์ UCL จากมากไปน้อย,เรียงลำดับสโมสรฟุตบอลอังกฤษที่คว้าแชมป์ UCL จากมากไปน้อย,เรียงลำดับสโมสรฟุตบอลอังกฤษที่คว้าแชมป์ UCL จากมากไปน้อย
0942.choice1,Liverpool,Liverpool,Liverpool
0942.choice2,Manchester United,Manchester United,Manchester United
0942.choice3,Asenal,Asenal,Asenal
0943.question,เรียงลำดับความจุของสนามกีฬาฟุตบอลในอังกฤษจากมากไปน้อย,เรียงลำดับความจุของสนามกีฬาฟุตบอลในอังกฤษจากมากไปน้อย,เรียงลำดับความจุของสนามกีฬาฟุตบอลในอังกฤษจากมากไปน้อย
0943.choice1,Wembley Stadium,Wembley Stadium,Wembley Stadium
0943.choice2,Old Trafford,Old Trafford,Old Trafford
0943.choice3,Anfield,Anfield,Anfield
0944.question,เรียงลำดับปีที่ก่อตั้งบริษัทสื่อสิ่งพิมพ์ในอังกฤษจากเก่าไปใหม่,เรียงลำดับปีที่ก่อตั้งบริษัทสื่อสิ่งพิมพ์ในอังกฤษจากเก่าไปใหม่,เรียงลำดับปีที่ก่อตั้งบริษัทสื่อสิ่งพิมพ์ในอังกฤษจากเก่าไปใหม่
