NO,QUESTION,CHOICE 1,CHOICE 2,CHOICE 3,CHOICE 4,TYPE,LEVEL,CATEGORY 1,CATEGORY 2,LOCATION
1562,มังงะเรื่อง Attack on Titan วาดโดยใคร,Isayama Hajime,Akutami Gege,Gotouge Koyoharu,Fujimoto Tatsuki,4 Choice,2,Pop Culture,none,#none
1563,มังงะเรื่อง Slam Dunk วาดโดยใคร,Inoue Takehiko,Furudate Haruichi,Morikawa Joji,Togashi Yoshihiro,4 Choice,2,Pop Culture,none,#none
1564,มังงะเรื่อง My Hero Academia วาดโดยใคร,Horikoshi Kohei,Ohkubo Atsushi,Tabata Yuki,Matsui Yusei,4 Choice,2,Pop Culture,none,#none
1565,มังงะเรื่อง Jujutsu Kaisen วาดโดยใคร,Akutami Gege,Fujimoto Tatsuki,Gotouge Koyoharu,Isayama Hajime,4 Choice,2,Pop Culture,none,#none
1566,มังงะเรื่อง Kimetsu no Yaiba วาดโดยใคร,Gotouge Koyoharu,Arakawa Hiromu,Ishida Sui,Endo Tatsuya,4 Choice,2,Pop Culture,none,#none
1567,มังงะเรื่อง Fullmetal Alchemist วาดโดยใคร,Arakawa Hiromu,Togashi Yoshihiro,Takahashi Rumiko,Miura Kentaro,4 Choice,3,Pop Culture,none,#none
1568,มังงะเรื่อง Hunter x Hunter วาดโดยใคร,Togashi Yoshihiro,Kubo Taito,Oda Eiichiro,Mashima Hiro,4 Choice,2,Pop Culture,none,#none
1569,มังงะเรื่อง Bleach วาดโดยใคร,Kubo Taito,Kishimoto Masashi,Horikoshi Kohei,Tabata Yuki,4 Choice,2,Pop Culture,none,#none
1570,มังงะเรื่อง Fairy Tail วาดโดยใคร,Mashima Hiro,Ohkubo Atsushi,Kishimoto Masashi,Matsui Yusei,4 Choice,2,Pop Culture,none,#none
1571,มังงะเรื่อง Chainsaw Man วาดโดยใคร,Fujimoto Tatsuki,Akutami Gege,Ishida Sui,Gotouge Koyoharu,4 Choice,2,Pop Culture,none,#none
1572,มังงะเรื่อง Tokyo Ghoul วาดโดยใคร,Ishida Sui,Akutami Gege,Fujimoto Tatsuki,Gotouge Koyoharu,4 Choice,3,Pop Culture,none,#none
1573,มังงะเรื่อง Gintama วาดโดยใคร,Sorachi Hideaki,Morikawa Joji,Watsuki Nobuhiro,Fujimoto Tatsuki,4 Choice,2,Pop Culture,none,#none
1574,มังงะเรื่อง Assassination Classroom วาดโดยใคร,Matsui Yusei,Endo Tatsuya,Tabata Yuki,Horikoshi Kohei,4 Choice,3,Pop Culture,none,#none
1575,มังงะเรื่อง Rurouni Kenshin วาดโดยใคร,Watsuki Nobuhiro,Sorachi Hideaki,Morikawa Joji,Kurumada Masami,4 Choice,3,Pop Culture,none,#none
1576,มังงะเรื่อง 20th Century Boys วาดโดยใคร,Urasawa Naoki,Yukimura Makoto,Oku Hiroya,Araki Hirohiko,4 Choice,3,Pop Culture,none,#none
1577,มังงะเรื่อง City Hunter วาดโดยใคร,Hojo Tsukasa,Inoue Takehiko,Kurumada Masami,Toriyama Akira,4 Choice,3,Pop Culture,none,#none
1578,มังงะเรื่อง Detective Conan วาดโดยใคร,Aoyama Gosho,Toriyama Akira,Takahash Rumiko,Urasawa Naoki,4 Choice,2,Pop Culture,none,#none
1579,"ใครเป็นคนร้องเพลง ""Guren no Yumiya"" ประกอบอนิเมะเรื่อง Attack on Titan",Linked Horizon,LiSA,ONE OK ROCK,EGOIST,4 Choice,2,Pop Culture,Entertainment,#none
1580,"ใครเป็นคนร้องเพลง ""Gurenge"" ประกอบอนิเมะเรื่อง Kimetsu no Yaiba",LiSA,Yonezu Kenshi,Aimer,Aoi Eir,4 Choice,2,Pop Culture,Entertainment,#none
1581,"ใครเป็นคนร้องเพลง ""We Are!"" ประกอบอนิเมะเรื่อง One Piece",Kitadani Hiroshi,JAM Project,T.M.Revolution,Yonezu Kenshi,4 Choice,3,Pop Culture,Entertainment,#none
1582,"ใครเป็นคนร้องเพลง ""Kick Back"" ประกอบอนิเมะเรื่อง Chainsaw Man",Yonezu Kenshi,Eve,Aimer,King Gnu,4 Choice,2,Pop Culture,Entertainment,#none
1583,"ใครเป็นคนร้องเพลง ""Crossing Field"" ประกอบอนิเมะเรื่อง Sword Art Online",LiSA,Aoi Eir,Aimer,Kalafina,4 Choice,3,Pop Culture,Entertainment,#none
1584,"ใครเป็นคนร้องเพลง ""COLORS"" ประกอบอนิเมะเรื่อง Code Geass",FLOW,Uverworld,Ikimono-Gakari,L'Arc-en-Ciel,4 Choice,3,Pop Culture,Entertainment,#none
1585,"ใครเป็นคนร้องเพลง ""Idol"" ประกอบอนิเมะเรื่อง Oshi no Ko",YOASOBI,LiSA,Aimer,Official Hige Dandism,4 Choice,2,Pop Culture,Entertainment,#none
1586,"ใครเป็นคนร้องเพลง ""Redo"" ประกอบอนิเมะเรื่อง Re:Zero",Suzuki Konomi,LiSA,Aimer,Myth & Roid,4 Choice,3,Pop Culture,Entertainment,#none
1587,ข้อใดคือเพลงประกอบอนิเมะเรื่อง Attack on Titan,Guren no Yumiya,Blue Bird,Unravel,The World,4 Choice,2,Pop Culture,Entertainment,#none
1588,ข้อใดคือเพลงประกอบอนิเมะเรื่อง Kimetsu no Yaiba,Gurenge,Idol,Again,The Day,4 Choice,1,Pop Culture,Entertainment,#none
1589,ข้อใดคือเพลงประกอบอนิเมะเรื่อง My Hero Academia,The Day,Peace Sign,COLORS,Snow Fairy,4 Choice,2,Pop Culture,Entertainment,#none
1590,ข้อใดคือเพลงประกอบอนิเมะเรื่อง One Piece,We Are!,Asterisk,Departure!,Kaikai Kitan,4 Choice,2,Pop Culture,Entertainment,#none
1591,ข้อใดคือเพลงประกอบอนิเมะเรื่อง Tokyo Ghoul,Unravel,Abnormalize,Inferno,This game,4 Choice,2,Pop Culture,Entertainment,#none
1592,ข้อใดคือเพลงประกอบอนิเมะเรื่อง Spy x Family,Mixed Nuts,Idol,Cry Baby,KICK BACK,4 Choice,2,Pop Culture,Entertainment,#none
1593,ข้อใดคือเพลงประกอบอนิเมะเรื่อง Bleach,Asterisk,Again,Rolling Star,Scar,4 Choice,2,Pop Culture,Entertainment,#none
1594,ข้อใดคือเพลงประกอบอนิเมะเรื่อง Violet Evergarden,Sincerely,Redo,This game,Yume Sekai,4 Choice,2,Pop Culture,Entertainment,#none
1595,ข้อใดคือเพลงประกอบอนิเมะเรื่อง Oshi no Ko,Idol,Mixed Nuts,KICK BACK,Shukufuku,4 Choice,1,Pop Culture,Entertainment,#none
1596,ข้อใดคือเพลงประกอบอนิเมะเรื่อง The Promised Neverland,Touch off,Gurenge,Again,Redo,4 Choice,3,Pop Culture,Entertainment,#none
1597,ข้อใดคือเพลงประกอบอนิเมะเรื่อง Dr. Stone,Good Morning World!,Rakuen,The Day,KICK BACK,4 Choice,2,Pop Culture,Entertainment,#none
1598,ข้อใดคือเพลงประกอบอนิเมะเรื่อง No Game No Life,This game,Redo,Again,Crossing Field,4 Choice,2,Pop Culture,Entertainment,#none
1599,ข้อใดคือเพลงประกอบอนิเมะเรื่อง Steins;Gate,Hacking to the Gate,This game,Unravel,This game,4 Choice,2,Pop Culture,Entertainment,#none
1600,ข้อใดคือเพลงประกอบอนิเมะเรื่อง Bocchi the Rock!,Seishun Complex,Touch off,Peace Sign,Mixed Nuts,4 Choice,2,Pop Culture,Entertainment,#none
1601,มังงะเรื่อง Slam Dunk เกี่ยวข้องกับอะไร,บาสเกตบอล,วอลเลย์บอล,ฟุตบอล,เบสบอล,4 Choice,1,Pop Culture,sports,#none
1602,มังงะเรื่อง Haikyu!! เกี่ยวข้องกับอะไร,วอลเลย์บอล,บาสเกตบอล,ฟุตบอล,เบสบอล,4 Choice,1,Pop Culture,sports,#none
1603,มังงะเรื่อง One Punch Man เกี่ยวข้องกับอะไร,ฮีโร่,อัศวิน,มวยสากล,โจรสลัด,4 Choice,1,Pop Culture,none,#none
1604,มังงะเรื่อง Fairy Tail เกี่ยวข้องกับอะไร,นักเวทย์,โจรสลัด,นินจา,นักสืบ,4 Choice,1,Pop Culture,none,#none
1605,มังงะเรื่อง Blue Lock เกี่ยวข้องกับอะไร,ฟุตบอล,บาสเกตบอล,วอลเลย์บอล,เบสบอล,4 Choice,1,Pop Culture,sports,#none
1606,มังงะเรื่อง Hajime no Ippo เกี่ยวข้องกับอะไร,มวยสากล,เทควันโด,มวยปล้ำ,ฟุตบอล,4 Choice,2,Pop Culture,sports,#none
1607,มังงะเรื่อง Dr. Stone เกี่ยวข้องกับอะไร,วิทยาศาสตร์,ศิลปะ,หมอ,หุ่นยนต์,4 Choice,1,Pop Culture,none,#none
1608,มังงะเรื่อง Mob Psycho 100 เกี่ยวข้องกับอะไร,พลังจิต,เวทย์มนต์,วิทยาศาสตร์,การเมือง,4 Choice,1,Pop Culture,none,#none
1609,มังงะเรื่อง Initial D เกี่ยวข้องกับอะไร,แข่งรถ,พลังจิต,ฮีโร่,บาสเกตบอล,4 Choice,1,Pop Culture,none,#none
1610,มังงะเรื่อง GTO เกี่ยวข้องกับอะไร,ครู,ตำรวจ,ทหาร,หมอ,4 Choice,1,Pop Culture,none,#none
1611,มังงะเรื่อง Yuri!!! on Ice เกี่ยวข้องกับอะไร,สเกตน้ำแข็ง,สกี,สโนว์บอร์ด,ฮอกกี้น้ำแข็ง,4 Choice,2,Pop Culture,sports,#none
1612,มังงะเรื่อง Black Jack เกี่ยวข้องกับอะไร,หมอ,ครู,ตำรวจ,นักสืบ,4 Choice,2,Pop Culture,none,#none
1613,มังงะเรื่อง GeGeGe no Kitaro เกี่ยวข้องกับอะไร,โยไค,นินจา,อัศวิน,ตำรวจ,4 Choice,1,Pop Culture,none,#none
1614,ซีรีส์ Stranger Things มาจากประเทศอะไร,สหรัฐอเมริกา,เยอรมนี,อังกฤษ,เกาหลีใต้,4 Choice,1,Entertainment,none,#none
1615,ซีรีส์ Squid Game มาจากประเทศอะไร,เกาหลีใต้,ญี่ปุ่น,สหรัฐอเมริกา,สเปน,4 Choice,1,Entertainment,none,#none
1616,ซีรีส์ Dark มาจากประเทศอะไร,เยอรมนี,สหรัฐอเมริกา,สวีเดน,รัสเซีย,4 Choice,2,Entertainment,none,#none
1617,ซีรีส์ Alice in Borderland มาจากประเทศอะไร,ญี่ปุ่น,เกาหลีใต้,จีน,ไต้หวัน,4 Choice,1,Entertainment,none,#none
1618,ซีรีส์ The Queen's Gambit มาจากประเทศอะไร,สหรัฐอเมริกา,รัสเซีย,อังกฤษ,ฮังการี,4 Choice,2,Entertainment,none,#none
1619,ซีรีส์ Money Heist มาจากประเทศอะไร,สเปน,เยอรมนี,ฝรั่ั่งเศส,อิตาลี,4 Choice,2,Entertainment,none,#none
1620,ซีรีส์ Delhi Crime มาจากประเทศอะไร,อินเดีย,ปากีสถาน,เนปาล,ไทย,4 Choice,2,Entertainment,none,#none
1621,"ซีรีส์ Love, Death & Robots มาจากประเทศอะไร",สหรัฐอเมริกา,แคนาดา,ญี่ปุ่น,เกาหลีใต้,4 Choice,1,Entertainment,none,#none
1622,เครื่องดนตรีชนิดใดที่จัดอยู่ในกลุ่มเครื่องลมทองเหลือง,Trumpet,Flute,Saxophone,Clarinet,4 Choice,2,General,none,#none
1623,เครื่องดนตรีชนิดใดที่จัดอยู่ในกลุ่มเครื่องลมไม้,Oboe,Tuba,Trombone,French Horn,4 Choice,2,General,none,#none
1624,เครื่องดนตรีชนิดใดที่มีขนาดใหญ่ที่สุดในตระกูลไวโอลิน,Double Bass,Cello,Viola,Violin,4 Choice,2,General,none,#none
1625,เครื่องดนตรีประเภทใดที่ใช้การดีดเพื่อให้เกิดเสียง,Harp,Snare Drum,Flute,Oboe,4 Choice,2,General,none,#none
1626,Guitar จัดอยู่ในเครื่องดนตรีกลุ่มใด,เครื่องสาย,เครื่องลมทองเหลือง,เครื่องกระทบ,เครื่องลิ่มนิ้ว,4 Choice,1,General,none,#none
1627,กลองจัดอยู่ในเครื่องดนตรีกลุ่มใด,เครื่องกระทบ,เครื่องลมไม้,เครื่องสาย,เครื่องลิ่มนิ้ว,4 Choice,1,General,none,#none
